docid	allcopiesofwork	author	authordate	category	copiesin25yrs	enumcron	firstpub	gender	genres	hathiadvent	imprint	inferreddate	latestcomp	nationality	pseudonym	realname	shorttitle	subjects
uiuo.ark:/13960/t29898z05	3	Harte, Bret	1836-1902.	poetry	3		1902.0	m	Fiction	contemporary	San Francisco|T.C. Russell|1926.	1926	1902	us			Concepción de Argüello : (Presidio de San Francisco, 1806)	Arg�ello y Morago, Mar�a 
nyp.33433076022676	2	Spring, Samuel		longfiction	2	v. 1	1836.0	m	Fiction	contemporary	New York;Harper & Brothers;1836.	1836	1836	us			Giafar al Barmeki, a tale of the court of Haroun al Raschid	ca. 763-809|Fiction|Ha?ru
nyp.33433074951975	4	Dallas, Robert Charles	1754-1824.	longfiction	4	v. 4	1804.0	m	NotFiction	contemporary	London;Printed for T. N. Longman;O. Rees;1804.	1804	1804	uk			Aubrey : a novel	
uc2.ark+=13960=t7zk57871	3	McKeever, Harriet B. (Harriet Burn)	1807-1886.	juvenile	3		1869.0	f	Fiction	contemporary	New York;Hurst;1869	1869	1869	us		McKeever, Harriet Burn	Westbrook parsonage	
pst.000029585403	1	Ferber, Edna	1885-1968.	longfiction	1		1924.0	f	NotFiction	contemporary	New York|Fawcett Crest Books|1973, c1924.	1924	1924	us			So-Big : a novel	
mdp.39015038419779	1	Duhamel, Denise		poetry	1		1995.0	f	NotFiction	contemporary	Anchorage|Salmon Run Press|1995.	1995	1995				The woman with two vaginas	
uc1.b249229	2	Haggard, H. Rider (Henry Rider)	1856-1925.	longfiction	2		1896.0	m		contemporary	Bristol;J.W. Arrowsmith;1896.	1896	1896	uk		Haggard, Henry Rider	The wizard	
nyp.33433074880901	1	Marsh, Richard	1857-1915	longfiction	1		1915.0	m	Fiction	contemporary	New York;Bretano's;1916.	1916	1915	uk	Marsh, Richard	Heldmann, Richard Bernard	The great temptation	
uc2.ark+=13960=t81j9b246	2	B?_lte, Amely	1811-1891	longfiction	2		1869.0	m		contemporary	New York;G.P. Putnam & son;1869.	1869	1869	de		Bolte, Amely	Madame de Sta??l;	1766-1817|Fiction|Madame de|(Anne-Louise-Germaine)|Sta????l
mdp.39015059423916	1	[Sampson, Alice Maud Ellen]	1897-	longfiction	1		1933.0	f	Fiction	contemporary	New York|A. A. Knopf|1933.	1933	1933	us	Allardice, Anne	Sampson, Alice Maud Ellen	The opening gate	
uva.x030743258	2	Winfield, Arthur M	1862-1930	juvenile	2		1910.0	m	Juvenile audience|Fiction	contemporary	New York;Grosset & Dunlap;c1910	1910	1910	uk	Winfield, Arthur M	Stratemeyer, Edward	The Rover boys at college; or, The right road and the wrong	
uiuo.ark+=13960=t4fn1v66s	2	James, G. P. R. (George Payne Rainsford)	1799-1860.	longfiction	2	v.2	1851.0	m		contemporary	London;Thomas Cautley Newby;1851.	1851	1851	uk		James, George Payne Rainsford	The fate	823J23FA
pst.000007746598	1			shortfiction	1		1981.0	u	NotFiction	contemporary	New York|Dell Publishing|1981.	1981	1981				Stepping stones : an anthology	
mdp.39015010768078	2	Coatsworth, Elizabeth Jane	1893-1986.	juvenile	2		1934.0	f	NotFiction	contemporary	New York|Macmillan|1934.	1934	1934	us			Away goes Sally	
hvd.hxj2ez	1			notfiction	1	v.19  (1753-70)	1816.0	u	NotFiction	contemporary	London;printed by T.C. Hansard for Longman, Hurst, Rees, Orme, and Brown [etc.;1816-1828.	1816	1816					Great Britain|Trials (Treason)|Trials|Indexes
nyp.33433074910278	5	Moore, John	1729-1802.	longfiction	5	v. 2	1800.0	m	NotFiction	contemporary	London;Printed for G. G. and J. Robinson;1800.	1800	1800	uk			Mordaunt. Sketches of life, characters, and manners, in various countries; including the Memoirs of a French lady of quality	
nyp.33433075766737	1		1822-1911	juvenile	1		1890.0	f	Fiction	contemporary	New York;The Catholic Publ. Soc. Co.;189-?	1890	1890	uk		Herbert, Mary Elizabeth, Baroness	Peter's journey, and other tales	English fiction
uc2.ark+=13960=t56d5rj0b	2	Wylie, I. A. R. (Ida Alexa Ross)	1885-1959.	longfiction	2		1912.0	f		contemporary	Indianapolis;Bobbs-Merrill;1913, c1912.	1912	1912	au			The daughter of Brahma	
mdp.39015016986682	1	Woo, K.T (Keng Thye)		shortfiction	1		1989.0	m	Fiction	contemporary	Singapore|Heinemann Asia|1989.	1989	1989	si			Encounter and other stories	
mdp.39015051149659	1	Hanrahan, Barbara	1939-1991	shortfiction	1		1987.0	f	Fiction	contemporary	London|Grafton Books|1987.	1987	1987	au			Dream people : stories	
nyp.33433076078256	4	Whitelaw, Alexander		poetry	4	v. 3	1833.0	f	NotFiction	contemporary	Glasgow;Blackie & Son [etc., etc.;1835.	1835	1835				The republic of letters, a selection, in poetry and prose, from the works of the most eminent writers, with many original pieces	Literature|Collections
mdp.39015050483042	1	Picano, Felice	1944-	longfiction	1		2001.0	m	Fiction	contemporary	Los Angeles|Alyson Books|2001.	2001	2001	us			Onyx	Fiction|Gay men
uc2.ark+=13960=t48p5x45j	1	Lee, Jennette	1860-1951.	longfiction	1		1922.0	f		contemporary	New York;Scribner's;1922, c1919.	1922	1922	us			The rain-coat girl	
nnc1.1000448850	2	Bunbury, Selina	1802-1882.	longfiction	2	v.1	1844.0	f	NotFiction	contemporary	London;Parry, Blenkarn and Co. [etc.;1847.	1847	1847	uk			Rides in the Pyrenees	Description and travel
uiuo.ark+=13960=t0bv8450f	1			longfiction	1	v.3	1860.0	u		contemporary	London;Hurst and Blackett;1860.	1860	1860				Stretton of Ringwood Chace	
inu.30000035052244	4	Maugham, W. Somerset, (William Somerset)	1874-1965.	shortfiction	2		1926.0	m	Fiction	contemporary	New York|George H. Doran Company|c1926	1926	1926	uk		Maugham, William Somerset	The casuarina tree : six stories	
uiuo.ark+=13960=t00z7pq4q	4	Martineau, Harriet	1802-1876.	longfiction	4	v.2	1833.0	f	Fiction	contemporary	Hartford;S. Andrus and Son;1843.	1843	1843	uk			Berkeley the banker, or bank notes and bullion;	
uiuo.ark+=13960=t49p3jr9j	3	Tytler, Sarah	1827-1914.	longfiction	3	v.2	1882.0	f		contemporary	London;Smith, Elder, co.;1882.	1882	1882	uk	Tytler, Sarah	Keddie, Henrietta	Scotch marriages	
njp.32101068171212	6	Howitt, William	1792-1879.	longfiction	6	vol.3	1851.0	m	NotFiction	contemporary	London;H. Colburn;1851.	1851	1851	uk			Madam Dorrington of the Dene: the story of a life	
uc1.b4355423	1	Wyse, Lois	1926-2007	longfiction	1		1990.0	f	Fiction	contemporary	New York|Crown Books|1990.	1990	1990	us			Seconds	
uc2.ark+=13960=t2k64ct5x	1			shortfiction	1		1845.0	u		contemporary	New York;Nafis & Cornish;1845	1845	1845				The forget-me-not	
mdp.39015003345900	2	Faure, Raoul C. (Raoul Cohen)	1909-	longfiction	2		1948.0	u	Fiction	contemporary	New York|Harper|1948	1948	1948				Lady Godiva and Master Tom, a novel;	Godiva|Lady
uc1.b4361989	2	Shapiro, Stanley	1925-1990	longfiction	2		1986.0	m	Fiction	contemporary	New York, N.Y.|Random House|1986	1986	1986	us			A time to remember	
uc1.b3507752	1	Scott, Walter, Sir	1771-1832.	longfiction	1	v.6	1832.0	m	Fiction	contemporary	New York|Collier|1842?-    ].	1842	1832	uk			Waverley novels	
mdp.39015030039468	2	Weidman, Jerome	1913-1998.	longfiction	2		1971.0	m	Fiction	contemporary	New York|Random House|c1971	1972	1971	us			Last respects	
uiuo.ark+=13960=t3cz3x62n	13	Edgeworth, Maria	1767-1849.	juvenile	6	v.3	1800.0	f	Fiction|NotFiction	contemporary	London;Printed for J. Johnson, St. Paul's Church-yard, by C. Mercier and Co.;1804.	1804	1804	uk			Popular tales	Juvenile literature|X823ED3PO|Children's stories, English|Conduct of life
pst.000031955812	5	Barth, John	1930-	longfiction	5		1956.0	m	Fiction|NotFiction	contemporary	New York|Avon|1965, c1956.	1956	1956	us			The floating opera	
nyp.33433076021645	1	Stephens, Ann S. (Ann Sophia)	1810-1886.	longfiction	1		1863.0	f	Fiction	contemporary	Philadelphia;T. B. Peterson & brothers;c1863	1863	1863	us			The rejected wife	
mdp.39015000627490	1	Kroetsch, Robert	1927-2011	longfiction	1		1973.0	m	UnknownGenre	contemporary	Toronto|New Press|1973.	1973	1973	ca			Gone Indian	
nyp.33433074895958	3	Martineau, Harriet	1802-1876.	longfiction	3		1846.0	f	Fiction	contemporary	London;C. Knight & co.;1846.	1846	1846	uk			The billow and the rock : a tale	English fiction
uc2.ark+=13960=t7br8pf4g	1	Hobson, Richmond Pearson	1870-1937	longfiction	1		1907.0	m		contemporary	New York;D. Appleton;1907.	1907	1907	us			Buck Jones at Annapolis	United States Naval Academy|Fiction
njp.32101013133515	3	Roche, Regina Maria	1764-1845.	longfiction	3	v.2	1810.0	f	Fiction	contemporary	London;Printed at the Minerva Press, for A. K. Newman and Co.;1813.	1813	1813	uk			The monastery of St. Columb; or, The atonement.  A novel	
uiuo.ark+=13960=t4cn7rv19	2	Scott, Honoria		longfiction	2	v.2	1813.0	f		contemporary	London;T. Tegg; [etc.;1813.	1813	1813				The castle of Strathmay; or, Scenes in the North	
mdp.39015063025087	1	Acton, Harold	1904-1994.	longfiction	1		1941.0	m	UnknownGenre	contemporary	Harmondsworth, Middlesex [Eng.|Penguin Books|1950	1950	1950	uk			Peonies and ponies, a novel	
mdp.39015049544409	1	Schmitt, Richard	b. 1927	longfiction	1		2000.0	m	Fiction	contemporary	Woodstock, NY|Overlook Press|2000.	2000	2000	us			The aerialist : a novel	Young men|Fiction|Aerialists|Circus performers|Circus
inu.30000064046976	1	Ojo-Ade, Femi	b.1941	longfiction	1		1990.0	m	Fiction	contemporary	Ibadan|College Press|199-	1990	1990	ni			One little girl's dreams : fiction for both the young and the not-so young	
mdp.39015039922623	1	Michon, Pierre	1945-	longfiction	1		1990.0	m	Bibliographies|Fiction	contemporary	San Francisco|Mercury House|c1997.	1997	1997	fr			Masters and servants	
mdp.39015057659503	1	Graham, Clayton R		longfiction	1		1984.0	m	Novel|Humorous fiction	contemporary	Stamford, Conn.|Knights Press|c1984.	1984	1984				Walkin' Matilda	Fiction|Student exchange programs|Students with disabilities|Nebraska|Gay teenagers|Australian students
uc1.32106015834119	1	Nobbs, David	1935-2015	longfiction	1		2000.0	m	Fiction	contemporary	London|Heinemann|2000	2000	2000	uk			Going gently	
inu.39000003617599	1	Moorhouse, Frank	b. 1938	longfiction	1		1974.0	m	Fiction	contemporary	Sydney|Angus and Robertson|1974.	1974	1974	au			The electrical experience : a discontinuous narrative	
nyp.33433074926241	1			shortfiction	1	v. 1-2	1600.0	u	UnknownGenre	reprint	Chiswick;Press of C. Whittingham;1814-15.	1814	1814				pt	
mdp.39015066186332	1	Harte, Bret	1836-1902.	shortfiction	1	v.19	1889.0	m	NotFiction	contemporary	New York;P.F. Collier & sons;c1889-c1907	1889	1889	us			The works of Bret Harte	
nyp.33433081989703	1	Torrey, Jesse	fl. 1787-1834.	juvenile	1		1834.0	m	Juvenile audience|NotFiction	contemporary	Philadelphia;Grigg & Elliot;1844.	1844	1834	us			The pleasing companion ; = or Second reader. Designed for the use of common schools and families	Textbooks
pst.000009221963	1			notfiction	1		1924.0	u	NotFiction	contemporary	London|Milford|1924.	1924	1924				The Apocrypha : translated out of the Greek and Latin tongues; being the version set forth A.D. 1611, compared with the most ancient authorities and revised A.D. 1894	
njp.32101068169752	1	Gascoigne, Henry Barnet		longfiction	1		1821.0	u	Fiction	contemporary	London;J. Robinson;1821.	1821	1821				Sympathy in search of peace at home	
uiuo.ark+=13960=t1pg28m9k	3	Pickering, Percival	1865-1965	longfiction	3	v.2	1893.0	m		contemporary	London;Bliss, Sands & Foster;1893.	1893	1893	uk	Pickering, Percival	Pickering, Anna Maria	A life awry	
loc.ark+=13960=t4wh36v99	2	Robbins, Mabel Hotchkiss		longfiction	2		1917.0	f	Fiction	contemporary	Boston;Chicago;The Pilgrim press;c1917	1917	1917				The heart of mother-to-be	
mdp.39015030111077	1	Remarque, Erich Maria	1898-1970.	longfiction	1		1962.0	m	NotFiction	contemporary	New York|Harcourt, Brace & World|1964	1964	1964	de			The night in Lisbon	
uva.x002122780	1	Dixon, Thomas	1864-1946.	longfiction	1		1903.0	m	Fiction	contemporary	New York;Grosset & Dunlap;191-?	1910	1910	us			The one woman : a story of modern Utopia	
uc1.b3324267	2	Lockhart, Laurence W. M. (Laurence William Maxwell)	1831-1882.	longfiction	2	v. 2	1869.0	m	Fiction	contemporary	Edinburgh;London;W. Blackwood and Sons;1869.	1869	1869	uk		Lockhart, Laurence William Maxwell	Doubles and quits	
uiuo.ark+=13960=t12n5sm4n	3	Wills, W. G	1828-1891	longfiction	3	v.2	1861.0	m		contemporary	London;Hurst and Blackett;1861.	1861	1861	ir		Wills, William Gorman	Notice to quit	823W6852N
mdp.39015025186779	1	Pugalenthi Sr.		shortfiction	1		1991.0	u	NotFiction	contemporary	Singapore|VJ Times|1991.	1991	1991				Myths and legends of Singapore	Singapore|Tales|Legends
mdp.39015073480777	1	Henty, G. A. (George Alfred)	1832-1902.	longfiction	1		1899.0	m	Juvenile audience|Fiction	contemporary	London;Blackie & Son, Limited;1900.	1900	1900	uk		Henty, George Alfred	Won by the sword : a tale of the Thirty Years' War	Thirty Years' War, 1618-1648|Juvenile fiction
umn.31951000888300t	1	Field, Rachel	1894-1942.	juvenile	1		1931.0	f	NotFiction	contemporary	Garden City, N.Y.|Doubleday, Doran|1931.	1931	1931	us			The yellow shop	
mdp.39015063837564	3	Rüber, Johannes	1928-	longfiction	3		1956.0	m	Fiction|UnknownGenre|NotFiction	contemporary	London|R. Hart-Davis|1956.	1956	1956	de			Bach and the heavenly choir;	Musical fiction|1685-1750|Fiction|Bach, Johann Sebastian
mdp.39015046394428	1	Bell, Clare	b. 1952	longfiction	1		1983.0	f	Fiction	contemporary	London|Grafton|1988.	1988	1983	uk			Ratha's creature	
mdp.39015020740687	1			shortfiction	1		1600.0	u	UnknownGenre	reprint	London|Routledge and Paul|1948	1948	1948				Fairy tales	Fairy tales
uiuo.ark+=13960=t13n2j187	3	Fuller, J. F	1835-1924	longfiction	3	v.2	1892.0	m		contemporary	Edinburgh;W. Blackwood;1892.	1892	1892	uk			Chronicles of Westerly	
mdp.39015064116265	1	Khan, Aminuddin	1932-	longfiction	1		2005.0	m	Fiction	contemporary	New Delhi|New York, N.Y.|HarperCollins Publishers India, a joint venture with India Today Group|2005.	2005	2005	in			A shift in the wind	
nyp.33433074810908	2	Dodd, Lee Wilson	1879-1933.	longfiction	2		1920.0	m	NotFiction	contemporary	New York;E.P. Dutton;1920.	1920	1920	us			The book of Susan : a novel	
mdp.39015057226311	1	Reynolds, George W. M. (George William MacArthur)	1814-1879.	longfiction	1		1857.0	m	NotFiction	contemporary	London;J. Dicks;186-?	1858	1858	uk			The young duchess, or, Memoirs of a lady of quality; a sequel to Ellen Percy	
uc1.$b496835	1	Bell, Thomas	1903-1961.	longfiction	1		1936.0	m	Fiction	contemporary	New York|Grosset & Dunlap|c1946.	1946	1936	us			From this day forward : motion picture title of All brides are beautiful	
uc2.ark+=13960=t79s1sv30	1	Loti, Pierre	1850-1923.	longfiction	1		1878.0	m		reprint	London;Laurie;191-?	1910	1910	fr			The marriage of Loti (Rarahu)	
uc1.b4384819	1	Leinster, Murray	1896-1975.	longfiction	1		1954.0	m	NotFiction	reprint	New York, N.Y.|Crown Publishers|1984], c1954.	1984	1975	us	Leinster, Murray	Jenkins, William Fitzgerald	The forgotten planet	
uc1.32106007793463	1	Shahane, Vasant Anant	1923-	longfiction	1		1984.0	m	Fiction	contemporary	New Delhi|Arnold-Heinemann|1984.	1984	1984				Prajapati, god of the people : a novel / Vasant A. Shahane	
uc2.ark+=13960=t4zg6h95b	1	Trusta, H	1815-1852.	longfiction	1		1851.0	f		contemporary	Andover;W.F. Draper;1851.	1851	1851	us	Trusta, H	Phelps, Elizabeth Wooster Stuart	The sunny side	
uc1.b3325125	1	Stockton, Frank Richard	1834-1902.	shortfiction	1		1893.0	m	Fiction	contemporary	London;Allen;1893.	1893	1893	us			The shadrach : and other stories	
nyp.33433074864665	1	Graham, Oscar		longfiction	1		1913.0	m	Fiction	contemporary	St. Paul, Kan.;W. W. Graves;1913.	1913	1913				A prince of his race; a college-bred Indian romance	
wu.89062201041	1	Frelinghuysen, Joseph S	1912-2005	longfiction	1		1990.0	m	NotFiction	contemporary	Manhattan, Kan.|Sunflower University Press|c1990.	1990	1990	us			Passages to freedom : a story of capture and escape	Personal narratives, American|Prisoners and prisons, Italian|Tunisia|4n|Campaigns|Frelinghuysen, Joseph S|World War, 1939-1945
uc1.32106010481312	1	Secreast, Donald	1949-	shortfiction	1		1993.0	m	Fiction	contemporary	New York|HarperCollins|c1993.	1993	1993	us			White trash, red velvet : stories	Fiction|Mountain life
uc2.ark+=13960=t6g15w87r	2	Carlsen, C. L. (Carl Laurence)	1880-	longfiction	2		1919.0	m		contemporary	New York;E.P. Dutton & Company;c1919	1919	1919				The son of Pio	
mdp.39015065555511	1	Wren, Percival Christopher	1885-1941.	longfiction	1		1926.0	m	Fiction	contemporary	New York|Frederick A. Stokes Co.|1926.	1926	1926	uk			Beau Sabreur : by Percival Christopher Wren	
uc1.32106005205981	1	Hunter, Evan	1926-2005.	longfiction	1		1981.0	m	Fiction	contemporary	New York|Viking Press|1981.	1981	1981	us			Heat : an 87th Precinct novel	United States|Fiction|87th Precinct (Imaginary place)|Police
mdp.39015016424155	4	Helme, Elizabeth	d. 1816.	longfiction	4	v.3	1805.0	f	Fiction	contemporary	Brentford;Printed by and for P. Norbury;1805.	1805	1805	uk			The pilgrim of the cross : or, The chronicles of Christabelle de Mowbray : an ancient legend	
uc1.b4361894	1	Schaefer, Frank	1936-	longfiction	1		1989.0	m	Fiction	contemporary	New York, N.Y.|Poseidon Press|c1989.	1989	1989	us			The scapeweed goat	
mdp.39015009200117	1	Clark, Russell S	1909-1989	longfiction	1		1946.0	m	NotFiction	contemporary	Sydney [etc.|P. Huston|1946	1946	1946	au		Clark, Russell Sorrell	An end to tears	China|Prisoners and prisons, Japanese|Hong Kong|World War, 1939-1945
mdp.39015059433006	2	Sr., Hale, Edward Everett	1822-1909.	longfiction	2		1883.0	m	Fiction	contemporary	New York;Funk & Wagnalls;1883.	1883	1883	uk			Our Christmas in a palace, a traveller's story	
nyp.33433067286959	2	Bierce, Ambrose	1842-1914?	longfiction	2	v. 2	1909.0	m	Fiction	contemporary	New York;Washington;The Neale publishing company;1909-12.	1909	1909	us			The collected works of Ambrose Bierce	
uc1.$b105597	1	Selby, John	b. 1897.	longfiction	1		1958.0	m	Fiction	contemporary	New York|Putnam|1958	1958	1958	us			The days dividing	History|San Jose, California
uc1.32106009933943	2	Oz, Amos	1939-	longfiction	2		1989.0	m	Fiction	contemporary	San Diego|Harcourt, Brace, Jovanovich|c1989.	1989	1989	is			To know a woman	Fiction|Married people
njp.32101065863092	2	Mangin, Edward	1772-1852.	longfiction	2	v. 2	1806.0	m		contemporary	London;Carpenter;1806.	1806	1806	ir			Oddities and outlines	
uc2.ark+=13960=t8w952218	3	Millard, Bailey	1859-1941.	longfiction	3		1904.0	m	NotFiction	contemporary	New York;E. J. Clode;1904.	1904	1904	us			The lure o'gold	
njp.32101064626425	1	Schele de Vere, M. (Maximilian)	1820-1898.	longfiction	1		1870.0	m	NotFiction	contemporary	Philadelphia;J.B. Lippincott & Co.;1870.	1870	1870	swe		de Vere, Maximilian Schele	The great empress. A portrait	A.D. 15?-60|Fiction|Agrippina|wife of Emperor Claudius
njp.32101066458215	10	Corelli, Marie	1855-1924.	longfiction	10		1900.0	f	Fiction|NotFiction	contemporary	London;1900.	1900	1900	uk			The master-Christian	Faith|Clergy|England|Fiction|Religion
pst.000045746857	6	Tarkington, Booth	1869-1946.	longfiction	6		1925.0	m	Fiction|NotFiction	contemporary	Freeport, N.Y.|Books for Libraries Press|1971, c1925].	1925	1925	us			Women	
njp.32101064794389	2	Maxwell, W. H. (William Hamilton)	1792-1850.	longfiction	2		1838.0	m	Fiction	contemporary	London;Bentley;1838.	1838	1838	ir		Maxwell, William Hamilton	Wild sports of the west. With legendary tales, and local sketches	
uc1.$b105875	2	Wetzel, Donald		longfiction	2		1952.0	m	Fiction	contemporary	New York|Crown Publishers|1952	1952	1952	us			The age of light	
inu.30000110580952	1	Flynn, Katie		longfiction	1		2008.0	f	Novel	contemporary	London|Arrow|2008.	2008	2008	uk			Such sweet sorrow	Social aspects|Fiction|Social life and customs|World War, 1939-1945
nyp.33433075765176	1	A. L. O. E	1821-1893.	longfiction	1		1864.0	f	NotFiction	contemporary	New York;R. Carter & Bros.;1864.	1864	1864	uk	A.L.O.E.	Tucker, Charlotte Maria	Christian love and loyalty; or, The rebel reclaimed	
uc2.ark+=13960=t28911x0t	3	Munn, Charles Clark	1848-1917.	longfiction	3		1902.0	m		contemporary	Boston;Lee and Shepard;1902.	1902	1902	us			Rockhaven	
mdp.39015050141590	1			notfiction	1		1966.0	f	Bibliographies|NotFiction	contemporary	New York|Macmillan|c1966.	1966	1966			Smiley, Marjorie B	Coping	Adjustment (Psychology)|Life skills|Adaptability (Psychology)|Adolescence|Children's literature|Collections
mdp.39015049973947	1	Person, Kendall F	b. 1966	longfiction	1		1994.0	m	Fiction	contemporary	Sacramento|WPM Pub. Co.|1994.	1994	1994	us			Capturing spring	Imprints|Fiction|California|African Americans
uc1.b3466135	1			notfiction	1		1975.0	m	UnknownGenre	contemporary	Moscow|Progress Publishers|c1975	1975	1975	ru		Tsipin, Eduard	The Pulse of time	Russian essays|English essays|Translations into English|Translations from Russian
inu.32000014442067	2	Zweig, Stefan	1881-1942.	longfiction	2		1941.0	m	Fiction	contemporary	New York|Viking Press|c1944	1944	1942	aus			The royal game, Amok, Letter from an unknown woman	
uiuo.ark+=13960=t3tt55j0g	3	Medina Pomar, de		longfiction	3	v.1	1876.0	m		contemporary	London;Chapman & Hall;1876.	1876	1876			de Medina Pomar, Conde	Through the ages	
hvd.32044086798857	1	Baron. Miltie, Karl von		longfiction	1		1831.0	m	NotFiction	contemporary	London;Whittaker, Treacher;1831.	1831	1831				The twelve nights	
uc1.$b104405	1	Morton, Frederic	1924-2015	longfiction	1		1949.0	m	Fiction	contemporary	New York|Crown Publishers|c1949.	1949	1949	aus			The darkness below	
uc1.b4439355	1	Gabriel, Eric		longfiction	1		1989.0	m	Fiction	contemporary	San Francisco|Mercury House|1989.	1989	1989	us			Waterboys : a novel	
uc1.31822027130145	7	Paton, Margaret (Whitecross)	1841-1905	longfiction	7		1894.0	f	Bibliographies|NotFiction	contemporary	London;Hodder and Stoughton;1894	1894	1894	uk			Letters and sketches from the New Hebrides	Missions|Description and travel|Vanuatu
njp.32101037604772	1	Du Bois, Edward	1774-1850.	longfiction	1		1800.0	m	Fiction	contemporary	London;Printed for J. Wright;1800.	1800	1800	uk			St. Godwin: a tale of the sixteenth, seventeenth, and eighteenth century	Godwin, William|1756-1836|St. Leon: a tale of the sixteenth century
wu.89077140804	1	Brandegee, S. K, Mrs		longfiction	1		1871.0	f	ContainsBiogMaterial|NotFiction	contemporary	New York;American Tract Society;1871	1871	1871				The bugle call; or, A summons to work in Christ's army	Civil War, 1861-1865|Medical care|Personal narratives|History
mdp.39015042010309	1	MacLaverty, Bernard	1942-	shortfiction	1		1982.0	m	Fiction	contemporary	London|Cape|1982.	1982	1982	uk			A time to dance, and other stories	
uc1.b3170103	1	Zahrebelʹnyĭ, Pavlo Arkhypovych	1941-2009	longfiction	1		1978.0	m	Fiction	contemporary	Moscow|Progress Publishers|1978.	1978	1978	ukr			From the point of view of eternity = Z pohli͡adu vichnosti	
uc2.ark+=13960=t2s46nz30	5	Disraeli, Benjamin, Earl of Beaconsfield	1804-1881.	longfiction	1		1837.0	m	Fiction	contemporary	London;Longmans;1845?	1845	1845	uk			Henrietta Temple: a love story	
uc1.32106018997434	1	McAuliffe, Nichola		longfiction	1		2007.0	f	Novel	contemporary	London|Oberon|2007	2007	2007	uk			A fanny full of soap : the story of a West End musical	Production and direction|London|England|Fiction|Leading ladies (Actresses)|Musicals
mdp.39015066063937	1	Shellabarger, Samuel	1888-1954.	longfiction	1		1954.0	m	Fiction	contemporary	Boston|Toronto|Little, Brown|1956.	1956	1954	us			Tolbecken	
