docid	recordid	oclc	locnum	author	authordate	imprint	inferreddate	datetype	startdate	enddate	imprintdate	place	enumcron	materialtype	language	subjects	genres	geographics	contents	title
uc1.32106020334592	008324633	24220242		Clark, Lindley D. (Lindley Daniel),	b. 1862	Washington|Govt. Print. Off.|1923	1923	s	1923	    	1923	dcu		monograph	eng	Canada|United States|Employers' liability	Fiction			Workmen's compensation legislation of the United States and Canada, 1920 to 1922, | $c: by Lindley D. Clark
uc1.32106020334626	008324636	24220521	HD8051.A62 no. 339	Chaney, Lucian W. (Lucian West),	1857-1935	Washington|U.S. Govt. Print. Off.|1923	1923	s	1923	    	1923	dcu		monograph	eng	United States|Industrial accidents|Statistics	Statistics|Novel			Statistics of industrial accidents in the United States, | $c: by Lucian W. Chaney
uc1.l0082743394	008399707	11420328		Kaiser, Georg,	1878-1945.	New York|Brentano's|c1922	1984	r	1984	1922	1922	nyu		monograph	eng		Fiction			From morn to midnight; | a play in seven scenes, | $c: by Georg Kaiser; tr. from the German by Ashley Dukes (The Theatre guild version) with eight illustrations from photographs of the Theatre guild production.
uc1.$b667011	008462908	1651294	HD9999.T64M45	Lief, Alfred,	1901-	New York|McGraw-Hill|1954.	1954	s	1954	    	1954	nyu		monograph	eng	Mennen Company	Fiction			The Mennen story.
uc1.$b640990	008521292	1452172	PZ3.S8194T15	Stein, Gertrude,	1874-1946.	Norfolk, Conn.|New Directions|1941	1941	r	1941	1909	1941	ctu		monograph	eng		Fiction			Three lives, | $c: by Gertrude Stein; introduction by Carl Van Vechten ...
uc1.$b630655	008542700	11476365	PZ3.H9703Li	Hutchinson, Arthur Howard,	1876-	Seattle|The Greenwood Press|1938.	1938	s	1938	    	1938	wau		monograph	eng	Fiction|History | Fiction|Whitman, Marcus|1802-1847	Bibliographies|Fiction	Oregon		Little saints annoy the Lord / | $c: by Arthur H. Hutchinson.
uc1.$b630868	008542784	8002958				San Bernardino, Calif.|Sun Company|1940.	1940	s	1940	    	1940	cau		monograph	eng	History	Fiction	San Bernardino County (Calif.)		The Old West : | pioneer tales of San Bernardino County / | $c: compiled by Workers of the WPA Writers' Program of the Work Projects Administration in Southern California.
inu.30000125240238	008569929	519571889				Whitefish, Mont.|Kessinger Pub.|2007?	2007	r	2007	1904	2007	mtu	1904,v.2	monograph	eng	Social life and customs|1066-1485	Juvenile audience|Fiction	Great Britain	New complete library ed.	The Paston letters : | A.D. 1422-1509. | $c: edited with notes and an introduction by James Gairdner. | $n: v. 2, | $p: Henry V-Henry VI /
inu.30000121066280	008571889	9067028				Edinburgh|William Blackwood|1826.	1979	r	1979	1826	1826	stk	v.2	monograph	eng		Fiction		v. 1. Mademoiselle de Scuderi / C. [sic] T. W. Hoffmann. The castle of Scharfenstein / by Caroline, Baroness de la Motte Fouqué. The sisters / [Caroline Pichler?]--v. 2. Rolandsitten, or, the deed of entail / [E.T.W. Hoffmann]. George Selding / by Caroline Pichler. The siege of Antwerp--v. 3. The first of May, or, Wallburga's night / [Caroline Pichler?]. Oath and conscience / [Laurids Kruse]. The spectre bride. The crystal dagger / [Laurids Kruse]. The warning.	German stories : | selected from the works of Hoffmann, De la Motte Fouqué, Pichler, Kruse and others / | $c: by R.P. Gillies.
inu.30000121066025	008571889	9067028				Edinburgh|William Blackwood|1826.	1979	r	1979	1826	1826	stk	v.3	monograph	eng		Fiction		v. 1. Mademoiselle de Scuderi / C. [sic] T. W. Hoffmann. The castle of Scharfenstein / by Caroline, Baroness de la Motte Fouqué. The sisters / [Caroline Pichler?]--v. 2. Rolandsitten, or, the deed of entail / [E.T.W. Hoffmann]. George Selding / by Caroline Pichler. The siege of Antwerp--v. 3. The first of May, or, Wallburga's night / [Caroline Pichler?]. Oath and conscience / [Laurids Kruse]. The spectre bride. The crystal dagger / [Laurids Kruse]. The warning.	German stories : | selected from the works of Hoffmann, De la Motte Fouqué, Pichler, Kruse and others / | $c: by R.P. Gillies.
inu.30000121066298	008571889	9067028				Edinburgh|William Blackwood|1826.	1979	r	1979	1826	1826	stk	v.1	monograph	eng		Fiction		v. 1. Mademoiselle de Scuderi / C. [sic] T. W. Hoffmann. The castle of Scharfenstein / by Caroline, Baroness de la Motte Fouqué. The sisters / [Caroline Pichler?]--v. 2. Rolandsitten, or, the deed of entail / [E.T.W. Hoffmann]. George Selding / by Caroline Pichler. The siege of Antwerp--v. 3. The first of May, or, Wallburga's night / [Caroline Pichler?]. Oath and conscience / [Laurids Kruse]. The spectre bride. The crystal dagger / [Laurids Kruse]. The warning.	German stories : | selected from the works of Hoffmann, De la Motte Fouqué, Pichler, Kruse and others / | $c: by R.P. Gillies.
nyp.33433074890066	008589958	9337283		Meredith, George,	1828-1909.	New York|Scribner's|1926, c1924.	1924	t	1926	1924	1926	nyu		monograph	eng		Fiction		Rev. ed.	The ordeal of Richard Feverel : | a history of a father and son / | $c: by George Meredith.
nyp.33433040915302	008612257	6834684	PZ3.G4278Wh	Gilson, Charles,	b. 1878.	New York|D. Appleton and company|c1923.	1923	s	1923	    	1923	nyu		monograph	eng	History|Revolution, 1789-1799|Fiction	Fiction	France		The white cockade / | $c: by Charles Gilson.
nyp.33433074383435	008618714	9150890		Lang, Jeanie.		London|T. Nelson|New York|E.P. Dutton|19--?	1983	q	1900	1983	"<estimate=""[19--?]"">"	enk		monograph	eng	Mythology, Greek|Juvenile literature	Juvenile audience|Fiction			Stories from the Iliad, or, The siege of Troy / | $c: told to the children by Jeannie Lang ; with pictures by W. Heath Robinson.
nyp.33433082297270	008655126	2540169	PZ7.R66Ne	Rolt-Wheeler, Francis,	1876-1960.	Boston|Lothrop, Lee & Shepard Co.|c1926	1926	s	1926	    	1926	mau		monograph	eng	Journalism	Fiction			The news-hunters, | $c: by Francis Rolt-Wheeler, illustrated from photographs.
nyp.33433082289996	008655312	6933799		Tomkinson, Grace.		New York|Ives Washburn|c1945.	1945	s	1945	    	1945	nyu		monograph	eng		Fiction			Her own people / | $c: a novel by Grace Tomkinson.
nyp.33433076031313	008655922	684713	PS3505.O14 1923	Cobb, Irvin S. (Irvin Shrewsbury),	1876-1944.	New York|The Review of reviews corporation|c1923	1923	s	1923	    	1923	nyu	v. 10 Sundry Accounts	monograph	eng	American fiction	Fiction		[1] Back home. [2] The escape of Mr. Trimm. [3] From place to place. [4] Local color. [5] Myself to date. [6] Old Judge Priest. [7] Snake doctor. [8] Speaking of operations. [9] Sundry accounts. [10] Those times and these.	The works of Irvin S. Cobb.
nyp.33433076031289	008655922	684713	PS3505.O14 1923	Cobb, Irvin S. (Irvin Shrewsbury),	1876-1944.	New York|The Review of reviews corporation|c1923	1923	s	1923	    	1923	nyu	v. 7 Those Times and These	monograph	eng	American fiction	Fiction		[1] Back home. [2] The escape of Mr. Trimm. [3] From place to place. [4] Local color. [5] Myself to date. [6] Old Judge Priest. [7] Snake doctor. [8] Speaking of operations. [9] Sundry accounts. [10] Those times and these.	The works of Irvin S. Cobb.
nyp.33433076031271	008655922	684713	PS3505.O14 1923	Cobb, Irvin S. (Irvin Shrewsbury),	1876-1944.	New York|The Review of reviews corporation|c1923	1923	s	1923	    	1923	nyu	Old Judge Priest	monograph	eng	American fiction	Fiction		[1] Back home. [2] The escape of Mr. Trimm. [3] From place to place. [4] Local color. [5] Myself to date. [6] Old Judge Priest. [7] Snake doctor. [8] Speaking of operations. [9] Sundry accounts. [10] Those times and these.	The works of Irvin S. Cobb.
nyp.33433076031263	008655922	684713	PS3505.O14 1923	Cobb, Irvin S. (Irvin Shrewsbury),	1876-1944.	New York|The Review of reviews corporation|c1923	1923	s	1923	    	1923	nyu	Back Home	monograph	eng	American fiction	Fiction		[1] Back home. [2] The escape of Mr. Trimm. [3] From place to place. [4] Local color. [5] Myself to date. [6] Old Judge Priest. [7] Snake doctor. [8] Speaking of operations. [9] Sundry accounts. [10] Those times and these.	The works of Irvin S. Cobb.
nyp.33433076031750	008655922	684713	PS3505.O14 1923	Cobb, Irvin S. (Irvin Shrewsbury),	1876-1944.	New York|The Review of reviews corporation|c1923	1923	s	1923	    	1923	nyu	v. 4 Local Color	monograph	eng	American fiction	Fiction		[1] Back home. [2] The escape of Mr. Trimm. [3] From place to place. [4] Local color. [5] Myself to date. [6] Old Judge Priest. [7] Snake doctor. [8] Speaking of operations. [9] Sundry accounts. [10] Those times and these.	The works of Irvin S. Cobb.
nyp.33433076031743	008655922	684713	PS3505.O14 1923	Cobb, Irvin S. (Irvin Shrewsbury),	1876-1944.	New York|The Review of reviews corporation|c1923	1923	s	1923	    	1923	nyu	v. 3 From Place to Place	monograph	eng	American fiction	Fiction		[1] Back home. [2] The escape of Mr. Trimm. [3] From place to place. [4] Local color. [5] Myself to date. [6] Old Judge Priest. [7] Snake doctor. [8] Speaking of operations. [9] Sundry accounts. [10] Those times and these.	The works of Irvin S. Cobb.
nyp.33433076031735	008655922	684713	PS3505.O14 1923	Cobb, Irvin S. (Irvin Shrewsbury),	1876-1944.	New York|The Review of reviews corporation|c1923	1923	s	1923	    	1923	nyu	The Escape of Mr. Trim	monograph	eng	American fiction	Fiction		[1] Back home. [2] The escape of Mr. Trimm. [3] From place to place. [4] Local color. [5] Myself to date. [6] Old Judge Priest. [7] Snake doctor. [8] Speaking of operations. [9] Sundry accounts. [10] Those times and these.	The works of Irvin S. Cobb.
nyp.33433074812342	008658080	24075106		Clapp, H. Watson (Henry Watson)		Springfield, Massachusetts|Phelps Publishing Co.|c1924.	1924	s	1924	    	1924	mau		monograph	eng		Fiction			The daughter's portion / | $c: by H. Watson Clapp.
nyp.33433074810791	008663113	37123826		Dixon, Thomas,	1864-1946.	New York|Grosset & Dunlap|1923	1923	s	1923	    	1923	nyu		monograph	eng	1800-1859|Fiction|Brown, John|Lee, Robert E|(Robert Edward)|American fiction|1807-1870	Fiction			The man in gray; | a romance of the North and South, | $c: by Thomas Dixon ...
nyp.33433075727473	008664637	3626209	PZ3.F5842Cr	Fitzsimmons, Cortland,	1893-1949.	New York|Frederick A. Stokes|1935.	1935	s	1935	    	1935	nyu		monograph	eng		Fiction			Crimson ice : | a hockey mystery / | $c: by Cortland Fitzsimmons.
nyp.33433074944863	008665043	9941209	PZ3.C8197E2	Cross, Victoria.		New York|M. Kennerley|c1910	1960	s	1960	    	1910	nyu		monograph	eng		Fiction			The eternal fires : | a novel / | $c: by Victoria Cross [pseud.].
nyp.33433075735443	008670267	9143500		Vulpius, Christian August,	1762-1827.	Philadelphia|Perry|1848.	1948	s	1948	    	1848	pau	v. 1-2	monograph	eng	German fiction	Fiction			The history of Rinaldo Rinaldini, captain of banditti, | $c: translated from the German of Vulvius, by I. Hinkley ...
nyp.33433075873483	008690972	5145906		Walker, W. H.		Sydney|Turner & Henderson|1877.	1977	s	1977	    	1877	at 		monograph	eng	Australian fiction	Fiction			The invasion / | $c: by W. H. Walker.
nyp.33433082497441	008692416	13791261				New York|Anson D. F. Randolph|1860 [c1859	1959	t	1860	1959	1860	nyu		monograph	eng		Fiction			"Watson's woods; | or, Margaret Huntington's experiment. | $c: By the author of ""A little leaven, and what it wrought,"" ""Our little girls,"" etc."
uc1.$b564691	008854110	7257068	PZ3.M3624Yu	Martin, Dorothy Knox.		Los Angeles|Suttonhouse|c1941	1941	s	1941	    	1941	cau		monograph	eng	Incas|Fiction	Fiction			Yucay : | a romance of early Peru / | $c: by Dorothea Knox Martin.
njp.32101047305790	008895647	2726397		Samuel, Maurice,	1895-1972.	New York|Duffield and Company|1923.	1923	s	1923	    	1923	nyu		monograph	eng		Fiction			Whatever gods / | $c: by Maurice Samuel.
njp.32101063606535	008917124	3366628	PZ3.C8483St	Cram, Mildred,	1889-1985.	New York|Dodd, Mead and Company|1923.	1923	s	1923	    	1923	nyu		monograph	eng		Fiction		Stranger things -- The yellow one -- The dryad -- Anna -- The amulet -- The gaudy little fish -- The bridge -- The lotus at Mitchell house -- Exhibit B -- Odell -- The precious certitude.	Stranger things / | $c: by Mildred Cram ...
njp.32101063606865	008917142	7050889	PZ3.K6344Si	Kirk, Ralph G.,	1881-	New York|Alfred A. Knopf|1923.	1923	s	1923	    	1923	nyu		monograph	eng		Fiction		Gun-shy -- MacRonan -- Fur chaser -- Zanoza -- White Monarch and the gas-house pup.	Six breeds / | $c: by R.G. Kirk ; with illustrations by Charles Livingston Bull.
njp.32101063606899	008917144	5372124		Kittredge, Benjamin.		New York|Coward-McCann|1930.	1930	s	1930	    	1930	nyu		monograph	eng		Fiction			Crowded solitude / | $c: by Benjamin Kittredge.
njp.32101064789223	008921518	6866494	PZ3.E1394Ta	Easton, Dorothy,	1889-	New York|A. A. Knopf|1923.	1923	s	1923	    	1923	nyu		monograph	eng		Fiction			Tantalus / | $c: by Dorothy Easton.
njp.32101066121474	008925207	3105802	PZ3.G5873Ha	Gompertz, Martin Louis Alan,	1886-	Boston|New York|Houghton Mifflin Company|1923.	1923	s	1923	    	1923	nyu		monograph	eng		Fiction			"Harilek; | a romance, | $c: by ""Ganpat"" [pseud.]"
njp.32101066123082	008925296	709225	PZ3.H2519Li	Hart, William Surrey,	1864-1946.	New York|Thomas Y. Crowell Company|c1923	1923	s	1923	    	1923	nyu		monograph	eng	Henry, Patrick|1736-1799|Fiction	Fiction			A lighter of flames, | $c: by William S. Hart ...
njp.32101068584695	008972890	6228792		Merwin, Samuel,	1874-1936.	New York|Macmillan|1923.	1923	s	1923	    	1923	nyu		monograph	eng		Fiction			"Calumet ""K"" / | $c: by Merwin-Webster."
njp.32101068598604	008973493	16798483		Gissing, George,	1857-1903.	London|Constable|1923.	1923	r	1923	1903	1923	enk		monograph	eng		Fiction			The private papers of Henry Ryecroft / | $c: by George Gissing.
wu.89090338419	008994946	1634604	PZ3.B463905 	Best, Herbert,	1894-	New York|Macmillan Co.|1947.	1947	s	1947	    	1947	nyu		monograph	eng	1775-1865|History|Fiction	Historical fiction|Fiction	New York (State)		Whistle, daughter, whistle.
mdp.39076005062703	008994987	16635415		Barr, Charles Melville,	1864-	S.l.|s.n.|c1936.	1936	s	1936	    	1936	wau		monograph	eng		Fiction			The golden mean / | $c: Charles Barr Melville.
wu.89087923637	008994996	8748822	PZ3.B3263Qe	Bauer, Ludwig,	1900-	Saint Louis|Concordia Pub. House|1945.	1945	s	1945	    	1945	mou		monograph	eng	Bible|Fiction|History of Biblical events|Shepherds|Jesus Christ|Nativity|N.T	Christian fiction|Biographical fiction|Fiction			The quest: | the story of the shepherds of Bethlehem / | $c: by Ludwig Bauer.
wu.89032202756	008995039	2438606	PZ3.A796De	Asbury, Herbert,	1891-1963.	New York|Macy-Masius|1927.	1927	s	1927	    	1927	nyu		monograph	eng	Asbury, Herbert|1891-1963	Fiction			The devil of Pei-Ling | $c: by Herbert Ashbury
wu.89099771081	008995126	3724002	PZ4.C313	Carr, Shirley Niles,	1882-	Richmond|Garrett & Massie|1951.	1951	s	1951	    	1951	vau		monograph	eng	ca. 1320-1380|comte de Longueville|Du Guesclin, Bertrand|Fiction	Biography|Fiction			The King's constable.
wu.89099771370	008995130	8062392	PZ3.C24554 	Carter, George Goldsmith.		Boston|Houghton Mifflin Co.|1948.	1948	s	1948	    	1948	mau		monograph	eng	Fishers|Fiction	Fiction			The smacksmen : | a story of the fishermen of the Borough / | $c: George Goldsmith Carter.
wu.89099916587	008995187	1888007	PZ3.B75634 	Breuer, Gustav.		Boston|Houghton Mifflin|1951.	1951	s	1951	    	1951	mau		monograph	eng		Fiction			The spell,: | a novel.
wu.89090350869	008995225	3450597	PS3503.R81945 	Brown, John Mason,	1900-1969.	New York|Whittlesey House|1947, c1942	1942	t	1947	1942	1947	nyu		monograph	eng	Anecdotes|Medicine|Humor	Fiction			Insides out,: | being the saga of a drama critic who attended his own opening / | $c: illus. by Hirschfeld.
wu.89090341447	008995269	3221984	PZ3.B8847 	Bunker, Robert Manson,	1918-	New York|Swallow Press|1948.	1948	s	1948	    	1948	nyu		monograph	eng		Fiction			Amanda said the grass was green.
wu.89099777542	008995991	17778473		Crawford, F. Marion (Francis Marion),	1854-1909.	New York|Macmillan|1925.	1925	s	1925	    	1925	nyu		monograph	eng		Fiction		Sorrento ed.	The white sister / | $c: by F. Marion Crawford.
wu.89099780017	008996011	1710655	PZ3.D3232 	Dawson, Cleo.		New York|W. Morrow & Company|1943.	1943	s	1943	    	1943	nyu		monograph	eng		Fiction			She came to the valley / | $c: by Cleo Dawson.
wu.89013484381	008996039	1663278	PZ3.D4175 	Denker, Henry.		New York|Crowell Co.|1949	1949	s	1949	    	1949	nyu		monograph	eng		Fiction			I'll be right home, Ma.
wu.89099776114	008996079	1582073	PZ3.C797 	Corbett, Elizabeth Frances,	1887-	Philadelphia|Lippincott|1952	1952	s	1952	    	1952	pau		monograph	eng		Fiction		[1st ed.]	The richer harvest.
wu.89099778789	008996100	2489172	PZ3.D1512 	Lane, Jane,	1905-	New York|Rinehart|1946	1946	s	1946	    	1946	nyu		monograph	eng	Fiction|History|18th century	Fiction	London (England)		Madame Geneva,/ | $c: by Jane Lane [pseud.].
wu.89099923781	008998531	12310699	PZ3.E49 	Elroy, Edwina.		New York|G.P. Putnam's Sons|c1947.	1947	s	1947	    	1947	nyu		monograph	eng		Fiction			Swamp willow / | $c: Edwina Elroy.
wu.89099801664	008998549	1433469	PZ3.F83376 	Fox, Paul Hervey.		Boston|Little, Brown|1951.	1951	s	1951	    	1951	mau		monograph	eng	History of Biblical events|Bible|Fiction	Fiction		[1st ed.]	The daughter of Jairus.
wu.89099922312	008998607	7221196		Duncan, David,	1913-1999.	New York|The Macmillan Company|1950.	1950	s	1950	    	1950	nyu		monograph	eng	Poisoning|Revenge|Water-supply|Law and legislation|Fiction	Fiction	Pacific Coast (U.S.)		None but my foe / | $c: David Duncan.
wu.89099752941	008999590	16573336	PS3515.E628 	Hergesheimer, Joseph,	1880-1954.	New York|A.A. Knopf|1929.	1929	s	1929	    	1929	nyu		monograph	eng		Fiction			Wild oranges / | $c: Joseph Hergesheimer.
wu.89099753386	008999597	1749328	PZ3.H4965 	Hewlett, John,	1905-	New York|Whittlesey House|1947	1947	s	1947	    	1947	nyu		monograph	eng		Fiction			Wild grape.
